record_id,batch_id,source_name,source_group,source_type,record_granularity,source_url,document_url,source_document_id,title_raw,summary_raw,text_raw,page_reference_raw,published_at,retrieved_at,language,country_hint,author_or_org,section_category,file_format,extraction_method,access_status,parse_status,raw_storage_path,normalized_storage_path,text_length,content_hash,notes,working_title,kurzbeschrieb,quelle,seitenangabe,stichwoerter,datum,betroffene_konzernziele,auswirkung,zeithorizont,geografische_relevanz,primaer_betroffene_division,sekundaer_betroffene_division,trend,kommentar,dedup_cluster_id,ai_confidence,relevance_score_sbb,pipeline_version
src_newsapi_20260315_011,phase1_wk1,Fox News,api,article,item,https://newsapi.org/,https://www.foxnews.com/tech/iran-linked-hackers-target-us-medical-tech-company,newsapi_464e2a3c5e08ad0d,Iran-linked hackers target US medical tech company,"Iran-linked hackers allegedly targeted the Stryker medical company, wiping devices through Microsoft systems. Learn how this cyberattack affects you.","When most people hear about cyberattacks tied to geopolitical conflict, it can seem far away. It sounds like something that happens to governments or giant corporations. Yet the latest cyber incident… [+8366 chars]",infrastructure risk,2026-03-14T11:30:02Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,464e2a3c5e08ad0d,,Iran-linked hackers target US medical tech company,"Iran-linked hackers allegedly targeted the Stryker medical company, wiping devices through Microsoft systems. Learn how this cyberattack affects you.",Fox News,,infrastructure risk,2026-03-14T11:30:02Z,,,,,,,,,,,,v0
src_newsapi_20260315_012,phase1_wk1,CNBC,api,article,item,https://newsapi.org/,https://www.cnbc.com/2026/03/14/some-oil-loading-operations-in-uae-hub-suspended-after-fire-reuters.html,newsapi_1d4dd3a2bb7dec5c,Some oil-loading operations in UAE hub of Fujairah suspended after fire: Reuters,Iran's Islamic Revolutionary Guards Corps said U.S. interests in the UAE including ports are targets after U.S. attack on Iranian island.,"Some oil-loading operations have been suspended in Fujairah, a city in the United Arab Emirates and a key bunkering hub, after a fire broke out there, Reuters reported on Saturday quoting industry an… [+1595 chars]",infrastructure risk,2026-03-14T11:27:55Z,2026-03-15T12:18:19Z,en,,Azhar Sukri,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,1d4dd3a2bb7dec5c,,Some oil-loading operations in UAE hub of Fujairah suspended after fire: Reuters,Iran's Islamic Revolutionary Guards Corps said U.S. interests in the UAE including ports are targets after U.S. attack on Iranian island.,CNBC,,infrastructure risk,2026-03-14T11:27:55Z,,,,,,,,,,,,v0
src_newsapi_20260315_013,phase1_wk1,Pypi.org,api,article,item,https://newsapi.org/,https://pypi.org/project/infrasim/,newsapi_8b3dc0da8b1d9689,infrasim added to PyPI,"Zero-risk infrastructure chaos engineering — simulate failures, prove availability ceilings, without touching production","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",infrastructure risk,2026-03-14T10:36:47Z,2026-03-15T12:18:19Z,en,,mattyopon@gmail.com,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,212,8b3dc0da8b1d9689,,infrasim added to PyPI,"Zero-risk infrastructure chaos engineering — simulate failures, prove availability ceilings, without touching production",Pypi.org,,infrastructure risk,2026-03-14T10:36:47Z,,,,,,,,,,,,v0
src_newsapi_20260315_014,phase1_wk1,Pypi.org,api,article,item,https://newsapi.org/,https://pypi.org/project/infrasim/1.0.0/,newsapi_8b3dc0da8b1d9689,infrasim 1.0.0,"Zero-risk infrastructure chaos engineering — simulate failures, prove availability ceilings, without touching production","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",infrastructure risk,2026-03-14T10:36:47Z,2026-03-15T12:18:19Z,en,,mattyopon@gmail.com,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,212,8b3dc0da8b1d9689,,infrasim 1.0.0,"Zero-risk infrastructure chaos engineering — simulate failures, prove availability ceilings, without touching production",Pypi.org,,infrastructure risk,2026-03-14T10:36:47Z,,,,,,,,,,,,v0
src_newsapi_20260315_015,phase1_wk1,TheBlaze,api,article,item,https://newsapi.org/,https://www.theblaze.com/columns/opinion/ais-pr-is-in-the-toilet-for-good-reason,newsapi_0930c4df18912963,AI’s PR is in the toilet — for good reason,"It may be one of the most remarkable technological breakthroughs in human history. Ask the American public, though, and you’ll hear something else entirely about artificial intelligence.A recent NBC News survey asked registered voters how they feel about a ra…","It may be one of the most remarkable technological breakthroughs in human history. Ask the American public, though, and youll hear something else entirely about artificial intelligence.
A recent NBC… [+5586 chars]",infrastructure risk,2026-03-14T10:30:00Z,2026-03-15T12:18:19Z,en,,Donald Kendal,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,0930c4df18912963,,AI’s PR is in the toilet — for good reason,"It may be one of the most remarkable technological breakthroughs in human history. Ask the American public, though, and you’ll hear something else entirely about artificial intelligence.A recent NBC News survey asked registered voters how they feel about a ra…",TheBlaze,,infrastructure risk,2026-03-14T10:30:00Z,,,,,,,,,,,,v0
src_newsapi_20260315_016,phase1_wk1,Globalresearch.ca,api,article,item,https://newsapi.org/,https://www.globalresearch.ca/the-strategic-petroleum-reserve-spr-and-the-dollar-price-gasoline-crisis-there-is-a-number-nobody-in-washington-will-say-out-loud/5918788,newsapi_ee58f78b48dbf03b,The Strategic Petroleum Reserve (SPR) and the Dollar Price Gasoline Crisis: There Is a Number Nobody in Washington Will Say Out Loud,"We’ve Been Spending America’s Emergency Oil Savings Account. Nobody Mentioned the Account Can Only Be Opened So Many Times.




Yesterday evening, Energy Secretary Chris Wright announced that the United States will release 172 million barrels of crude oil fr…","Here is what the press releases did not mention. The SPR currently holds about 415 million barrels. After this drawdown it will hold roughly 243 million barrels, the lowest level since the reserve wa… [+26736 chars]",infrastructure risk,2026-03-14T10:18:23Z,2026-03-15T12:18:19Z,en,,Eric Buesing,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,215,ee58f78b48dbf03b,,The Strategic Petroleum Reserve (SPR) and the Dollar Price Gasoline Crisis: There Is a Number Nobody in Washington Will Say Out Loud,"We’ve Been Spending America’s Emergency Oil Savings Account. Nobody Mentioned the Account Can Only Be Opened So Many Times.




Yesterday evening, Energy Secretary Chris Wright announced that the United States will release 172 million barrels of crude oil fr…",Globalresearch.ca,,infrastructure risk,2026-03-14T10:18:23Z,,,,,,,,,,,,v0
src_newsapi_20260315_017,phase1_wk1,Ppc.land,api,article,item,https://newsapi.org/,https://ppc.land/young-people-find-digital-marketing-meh-and-thats-the-industrys-real-problem/,newsapi_57238345ab88ffc9,"Young people find digital marketing ""meh"" - and that's the industry's real problem","IAB Polska's Point of Youth report finds under-30s view digital marketing as neutral territory - creative but losing to IT in the talent war, complicated by AI anxiety.","Poland's digital advertising industry received a pointed reality check on April 3, 2026, when IAB Polska published its ""Praca w digitalu - klasa czy obciach?"" report - loosely translated as ""Working … [+13268 chars]",infrastructure risk,2026-03-14T10:11:37Z,2026-03-15T12:18:19Z,en,,Luis Espada,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,215,57238345ab88ffc9,,"Young people find digital marketing ""meh"" - and that's the industry's real problem","IAB Polska's Point of Youth report finds under-30s view digital marketing as neutral territory - creative but losing to IT in the talent war, complicated by AI anxiety.",Ppc.land,,infrastructure risk,2026-03-14T10:11:37Z,,,,,,,,,,,,v0
src_newsapi_20260315_018,phase1_wk1,Out.com,api,article,item,https://newsapi.org/,https://www.out.com/voices/how-to-protect-immigrants,newsapi_dccbf3e0535a0c20,How California—and you—can protect immigrants,"California has long been a gateway between nations, cultures, and dreams. It is home to millions of immigrants seeking a better life for themselves and their families — many who were told that if they work hard and put their trust in the U.S. immigration syst…","California has long been a gateway between nations, cultures, and dreams. It is home to millions of immigrants seeking a better life for themselves and their families many who were told that if they … [+6782 chars]",infrastructure risk,2026-03-14T10:00:04Z,2026-03-15T12:18:19Z,en,,Gloria Cruz Cardenas,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,dccbf3e0535a0c20,,How California—and you—can protect immigrants,"California has long been a gateway between nations, cultures, and dreams. It is home to millions of immigrants seeking a better life for themselves and their families — many who were told that if they work hard and put their trust in the U.S. immigration syst…",Out.com,,infrastructure risk,2026-03-14T10:00:04Z,,,,,,,,,,,,v0
src_newsapi_20260315_019,phase1_wk1,Activistpost.com,api,article,item,https://newsapi.org/,https://www.activistpost.com/russia-considers-simplified-licensing-path-for-bank-run-crypto-exchanges/,newsapi_b33b244bbfdcea2a,Russia Considers Simplified Licensing Path for Bank-Run Crypto Exchanges,Russia’s central bank is weighing a plan that would allow banks and brokerage firms to operate cryptocurrency exchanges. Russia’s central bank is weighing a plan that would allow banks and brokerage firms to operate cryptocurrency exchanges through a simplifi…,"Russias central bank is weighing a plan that would allow banks and brokerage firms to operate cryptocurrency exchanges.
Russias central bank is weighing a plan that would allow banks and brokerage f… [+3971 chars]",infrastructure risk,2026-03-14T10:00:00Z,2026-03-15T12:18:19Z,en,,Editor,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,b33b244bbfdcea2a,,Russia Considers Simplified Licensing Path for Bank-Run Crypto Exchanges,Russia’s central bank is weighing a plan that would allow banks and brokerage firms to operate cryptocurrency exchanges. Russia’s central bank is weighing a plan that would allow banks and brokerage firms to operate cryptocurrency exchanges through a simplifi…,Activistpost.com,,infrastructure risk,2026-03-14T10:00:00Z,,,,,,,,,,,,v0
src_newsapi_20260315_020,phase1_wk1,The New Yorker,api,article,item,https://newsapi.org/,https://www.newyorker.com/news/annals-of-inquiry/the-pentagon-went-to-war-with-anthropic-whats-really-at-stake,newsapi_06183127d990c02b,Anthropic and Donald Trump’s Dangerous Alignment Problem,"The Pentagon wants Anthropic’s L.L.M., Claude, to act like an obedient soldier. But, if you ask for a killer robot, the tech firm argues, you might get more than you bargained for. Gideon Lewis-Kraus reports.","In the new year, Musk welcomed Hegseth to a meeting at SpaceX headquarters, where Hegseth unveiled a new partnership with Grok, which lately had been spending most of its time removing the clothes of… [+4533 chars]",infrastructure risk,2026-03-14T10:00:00Z,2026-03-15T12:18:19Z,en,,Gideon Lewis-Kraus,infrastructure risk,json,api,ok,success,data/raw/newsapi/,data/normalized/newsapi_sample_v0.csv,214,06183127d990c02b,,Anthropic and Donald Trump’s Dangerous Alignment Problem,"The Pentagon wants Anthropic’s L.L.M., Claude, to act like an obedient soldier. But, if you ask for a killer robot, the tech firm argues, you might get more than you bargained for. Gideon Lewis-Kraus reports.",The New Yorker,,infrastructure risk,2026-03-14T10:00:00Z,,,,,,,,,,,,v0
src_gnews_20260315_001,phase1_wk1,Free Press Journal,api,article,item,https://gnews.io/,https://www.freepressjournal.in/pune/rpf-pune-division-registers-920-cases-in-rail-safety-enforcement-campaign,gnews_d0e59242be748d1d,RPF Pune Division Registers 920 Cases In Rail Safety Enforcement Campaign,"RPF Pune Division of Central Railway registered 920 cases during a special enforcement drive held from 26 February to 12 March 2026 to strengthen railway safety and discipline. Railway officials said action was taken against trespassing, unauthorised entry, drunken nuisance and other violations.","The Railway Protection Force (RPF) of Pune Division, Central Railway, conducted a special enforcement drive from 26 February 2026 to 12 March 2026 with the objective of strengthening safety, security, and discipline within railway premises and trains... [1540 chars]",rail safety,2026-03-13T14:33:51Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,d0e59242be748d1d,,RPF Pune Division Registers 920 Cases In Rail Safety Enforcement Campaign,"RPF Pune Division of Central Railway registered 920 cases during a special enforcement drive held from 26 February to 12 March 2026 to strengthen railway safety and discipline. Railway officials said action was taken against trespassing, unauthorised entry, drunken nuisance and other violations.",Free Press Journal,,rail safety,2026-03-13T14:33:51Z,,,,,,,,,,,,v0
src_gnews_20260315_002,phase1_wk1,Devdiscourse,api,article,item,https://gnews.io/,https://www.devdiscourse.com/article/business/3835197-telanganas-electric-avenue-pioneering-pollution-free-transport,gnews_d75c196a3aa87525,Telangana's Electric Avenue: Pioneering Pollution-Free Transport,"The Telangana Chief Minister, A Revanth Reddy, mandates electric vehicles for government departments to combat pollution. He emphasizes hiring EVs in the Core Urban Region while planning for a modern bus terminal linked to future high-speed rail corridors. Public awareness on road safety is also prioritized.",Telangana Chief Minister A Revanth Reddy has taken a significant step towards combating pollution by directing government departments to exclusively purchase electric vehicles. This initiative is part of a broader strategy to promote sustainable tran... [596 chars],rail safety,2026-03-12T06:50:37Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,265,d75c196a3aa87525,,Telangana's Electric Avenue: Pioneering Pollution-Free Transport,"The Telangana Chief Minister, A Revanth Reddy, mandates electric vehicles for government departments to combat pollution. He emphasizes hiring EVs in the Core Urban Region while planning for a modern bus terminal linked to future high-speed rail corridors. Public awareness on road safety is also prioritized.",Devdiscourse,,rail safety,2026-03-12T06:50:37Z,,,,,,,,,,,,v0
src_gnews_20260315_003,phase1_wk1,Hindustan Times,api,article,item,https://gnews.io/,https://www.hindustantimes.com/cities/chandigarh-news/mp-tewari-takes-up-safety-concerns-on-delhi-chandigarh-rail-route-in-lok-sabha-101773262580434.html,gnews_bbb60625c70ea8e9,MP Tewari takes up safety concerns on Delhi-Chandigarh rail route in Lok Sabha,Tewari sought to know whether the government was aware of safety concerns related to track conditions and whether such issues had been reported on premium trains such as the Delhi–Kalka Shatabdi Express,"Tewari sought to know whether the government was aware of safety concerns related to track conditions and whether such issues had been reported on premium trains such as the Delhi-Kalka Shatabdi Express.
He also asked whether complaints about such is... [1889 chars]",rail safety,2026-03-12T03:00:14Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,bbb60625c70ea8e9,,MP Tewari takes up safety concerns on Delhi-Chandigarh rail route in Lok Sabha,Tewari sought to know whether the government was aware of safety concerns related to track conditions and whether such issues had been reported on premium trains such as the Delhi–Kalka Shatabdi Express,Hindustan Times,,rail safety,2026-03-12T03:00:14Z,,,,,,,,,,,,v0
src_gnews_20260315_004,phase1_wk1,Free Press Journal,api,article,item,https://gnews.io/,https://www.freepressjournal.in/indore/mp-news-120-kmph-speed-trial-conducted-on-malhargarhmandsaur-double-rail-track,gnews_2a9476437ff98fde,MP News: 120 Kmph Speed Trial Conducted On Malhargarh-Mandsaur Double Rail Track,"On Tuesday, Commissioner of Railway Safety E Srinivas inspected the section along with officials from the Ratlam division using a motor trolley. Ratlam Railway Division Public Relations Officer Mukesh Kumar Pandey said that after submission of the Commissioner of Railway Safety report, permission has been granted to operate trains on the section.","Piplia Mandi (Madhya Pradesh): A high-speed trial was successfully conducted on the newly built double railway track between Malhargarh and Mandsaur on Wednesday, with the engine running at a speed of 120 kmph.
The train left Mandsaur station at 9.24... [972 chars]",rail safety,2026-03-11T17:08:33Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,265,2a9476437ff98fde,,MP News: 120 Kmph Speed Trial Conducted On Malhargarh-Mandsaur Double Rail Track,"On Tuesday, Commissioner of Railway Safety E Srinivas inspected the section along with officials from the Ratlam division using a motor trolley. Ratlam Railway Division Public Relations Officer Mukesh Kumar Pandey said that after submission of the Commissioner of Railway Safety report, permission has been granted to operate trains on the section.",Free Press Journal,,rail safety,2026-03-11T17:08:33Z,,,,,,,,,,,,v0
